Stock,Commodity,Cluster,Correlation,P_Value,Significant,Abs_Corr
MDLZ,PL=F,0,0.20707915287237894,2.7310005185916973e-14,True,0.20707915287237894
MRK,QU=F,0,0.20669675995794126,3.051763122230053e-14,True,0.20669675995794126
T,QU=F,0,0.20619103008411654,3.533385404637507e-14,True,0.20619103008411654
INGR,BZ=F,0,0.2058004420139315,3.955754059804679e-14,True,0.2058004420139315
BBY,QU=F,0,0.20573632446571555,4.0296734336580124e-14,True,0.20573632446571555
BBY,PL=F,0,0.205333923714783,4.5255563813793616e-14,True,0.205333923714783
LNG,PL=F,0,0.20455926885684933,5.654669582971831e-14,True,0.20455926885684933
DUK,PL=F,0,0.20450697947263907,5.740146771163849e-14,True,0.20450697947263907
PH,SI=F,0,0.2043981565773466,5.92212753475039e-14,True,0.2043981565773466
NEE,RB=F,0,0.2043537905660635,5.997934438080179e-14,True,0.2043537905660635
KMI,ZL=F,0,0.20384538621887868,6.937649233817353e-14,True,0.20384538621887868
LMT,BZ=F,0,0.20364035061514987,7.356271924083126e-14,True,0.20364035061514987
MA,HO=F,0,0.20363506623858668,7.367382575111958e-14,True,0.20363506623858668
JNJ,QU=F,0,0.2032354499778178,8.257104497271311e-14,True,0.2032354499778178
WMB,SI=F,0,0.20307357801389594,8.646800466608209e-14,True,0.20307357801389594
GD,HG=F,0,0.20276956317941783,9.428104404349591e-14,True,0.20276956317941783
WMB,ZL=F,0,0.2026930711094662,9.635353362969564e-14,True,0.2026930711094662
SBUX,HG=F,0,0.20254172158929384,1.005868781757762e-13,True,0.20254172158929384
QCOM,QU=F,0,0.20246743215184504,1.0273108646947308e-13,True,0.20246743215184504
MMM,QU=F,0,0.20211436782133588,1.1355063585724549e-13,True,0.20211436782133588
GS,HO=F,0,0.20161606818449182,1.3074661763268984e-13,True,0.20161606818449182
ROK,HO=F,0,0.2015539650217732,1.3306130966497943e-13,True,0.2015539650217732
DAR,SI=F,0,0.20154491848611664,1.3340182877272093e-13,True,0.20154491848611664
MMM,RB=F,0,0.20116687464188754,1.484226325477875e-13,True,0.20116687464188754
ITW,BZ=F,0,0.20095691972969348,1.5746922474226787e-13,True,0.20095691972969348
MDT,BZ=F,0,0.20037709511045207,1.8535823200946943e-13,True,0.20037709511045207
GOOGL,PL=F,0,0.20023300613086897,1.9300862208602538e-13,True,0.20023300613086897
AAPL,PL=F,0,0.20012480705614055,1.9895632689388077e-13,True,0.20012480705614055
JPM,HO=F,0,0.19985977989152234,2.1429516456164205e-13,True,0.19985977989152234
ETN,BZ=F,0,0.19985374508071463,2.1465761742591518e-13,True,0.19985374508071463
RTX,HG=F,0,0.19978272673100994,2.1896846209315196e-13,True,0.19978272673100994
IBM,BZ=F,0,0.1994563926936075,2.3989424160605183e-13,True,0.1994563926936075
